馬名,血統登録番号,性別,所属,調教師名,種牡馬名,母名,母の父名,馬主名,生産者名,毛色,生年月日,本賞金,収得賞金,前走馬体重,全成績1着数,全成績2着数,全成績3着数,全成績着外数,芝成績1着数,芝成績2着数,芝成績3着数,芝成績着外数,ダート成績1着数,ダート成績2着数,ダート成績3着数,ダート成績着外数,データ作成日,抹消,登録日,抹消日
フォルナックス,23107183,牝,栗,奥村豊　,キタサンブラック,フォースタークルック,Freud,サンデーレーシング,ノーザンファーム,鹿毛,230130,782,400,   0,1,0,1,3,1,0,1,3,0,0,0,0,260305,不在,250508,000000
アッシズオブローズ,23107360,牝,美,尾関知人,アドマイヤマーズ,ロサグラウカ,ルーラーシップ,サンデーレーシング,ノーザンファーム,鹿毛,230302,194,0,   0,0,0,0,3,0,0,0,2,0,0,0,1,260326,在厩,250508,000000
セヴェンヌ,23101062,牝,栗,藤野健太,クリソベリル,プリンシアルーチェ,ヘニーヒューズ,フォレストレーシング,高柳隆男,鹿毛,230204,397,0,   0,0,1,0,2,0,0,0,0,0,1,0,2,260330,在厩,250515,000000
クリスレジーナ,23102091,牝,栗,高野友和,エピファネイア,ファンディーナ,ディープインパクト,ターフ・スポート,谷川牧場,青鹿,230211,650,400,   0,1,0,0,1,1,0,0,1,0,0,0,0,260330,不在,250515,000000
スノーガーネット,23102176,牝,栗,中尾秀正,フィレンツェファイア,スノーサミット,アドマイヤムーン,大樹ファーム,ビクトリーホースランチ,栗毛,230321,0,0,   0,0,0,0,3,0,0,0,0,0,0,0,3,260409,不在,250515,000000
ホールドミーワンス,23103379,牝,栗,西園翔太,ブリックスアンドモルタル,キスミーワンス,ネオユニヴァース,グリーンファーム,社台ファーム,黒鹿,230215,234,0,   0,0,0,1,4,0,0,0,2,0,0,1,2,260330,在厩,250515,000000
エスティヴァリス,23103615,牝,栗,高橋康之,マインドユアビスケッツ,ロングホットサマー,"Street Boss",社台レースホース,社台ファーム,鹿毛,230325,750,400,   0,1,0,1,4,1,0,1,3,0,0,0,1,260323,在厩,250515,000000
フィアーブル,23103674,牝,栗,長谷川浩,ナダル,アルアマーナ,ディープインパクト,G1レーシング,追分ファーム,鹿毛,230426,1080,400,   0,1,2,0,2,0,0,0,0,1,2,0,2,260309,不在,250515,000000
ミッキーラヴィータ,23105346,牝,栗,高橋亮　,モーリス,レッドラヴィータ,スペシャルウィーク,野田みづき,ノーザンファーム,栗毛,230217,550,0,   0,0,1,2,0,0,1,2,0,0,0,0,0,251225,不在,250515,000000
マイラヴノリピー,23106112,牝,栗,秋山真一,キズナ,ミザイ,クロフネ,中谷典生,チャンピオンズファーム,黒鹿,230207,0,0,   0,0,0,0,2,0,0,0,1,0,0,0,1,260409,不在,250515,000000
キャストアイズミー,23106220,牝,栗,牧浦充徳,ダイワメジャー,ファストアズエバー,スウェプトオーヴァーボード,グリーンファーム,那須野,鹿毛,230219,0,0,   0,0,0,0,4,0,0,0,1,0,0,0,3,260219,不在,250515,000000
ブールドネージュ,23106591,牝,美,大和田成,ヴァンゴッホ,スノークリスマス,ブラックタイド,ミルファーム,ミルファーム,鹿毛,230214,0,0,   0,0,0,0,4,0,0,0,1,0,0,0,3,251120,不在,250515,000000
マジックパレス,23107189,牝,美,木村哲也,サートゥルナーリア,フローレスマジック,ディープインパクト,サンデーレーシング,ノーザンファーム,鹿毛,230122,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,260409,在厩,250515,000000
ムーンリットアイル,23107269,牝,栗,武英智　,ミッキーアイル,ムーングロウ,Nayef,キャロットファーム,ノーザンファーム,鹿毛,230413,1390,400,   0,1,2,2,2,1,2,2,2,0,0,0,0,260409,在厩,250515,000000
アルガルヴェ,23107358,牝,美,木村哲也,インディチャンプ,ロカ,ハービンジャー,サンデーレーシング,ノーザンファーム,鹿毛,230403,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,250609,不在,250515,000000
トラッドロア,23110010,牝,栗,高野友和,Yaupon,Folklore,Tiznow,G1レーシング,"Lewis Thoroughbred Breeding LLC",鹿毛,230315,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251002,不在,250515,000000
カシノリアーナ,23100421,牝,美,天間昭一,サトノクラウン,ミュゼミランダ,ダイワメジャー,柏木務,元道牧場,黒鹿,230303,590,400,   0,1,0,0,5,1,0,0,5,0,0,0,0,260409,在厩,250522,000000
エレーデサンライズ,23100912,牝,栗,平田修　,エピファネイア,カラズマッチポイント,Curlin,ライフハウス,下河辺牧場,鹿毛,230305,0,0,   0,0,0,0,2,0,0,0,1,0,0,0,1,260406,在厩,250522,000000
ブレッティレディ,23101092,牝,栗,高橋一哉,シュヴァルグラン,ディアボレット,ディープブリランテ,ローレルレーシング,タバタファーム,栗毛,230421,0,0,   0,0,0,0,5,0,0,0,3,0,0,0,2,260402,在厩,250522,000000
ミラクルスパート,23101185,牝,美,小野次郎,タワーオブロンドン,ファストムーン,アドマイヤムーン,日向均,千葉飯田牧場,栗毛,230531,0,0,   0,0,0,0,4,0,0,0,3,0,0,0,1,260402,在厩,250522,000000
チャーミングアイ,23101227,牝,美,菊川正達,マテラスカイ,ヴィルヌーヴ,ディープインパクト,丸岡啓一,ナカノファーム,鹿毛,230316,0,0,   0,0,0,0,5,0,0,0,0,0,0,0,5,260119,不在,250522,000000
コンフィアンサ,23102342,牝,美,菊川正達,ミスターメロディ,ロマネクイーン,マイネルラヴ,山本三津子,上野正恵,鹿毛,230415,370,0,   0,0,0,1,6,0,0,1,5,0,0,0,1,260319,在厩,250522,000000
ヴァンロゼ,23102491,牝,栗,東田明士,シャンハイボビー,ラタンペットロゼ,ストーミングホーム,ヒダカ・ブリーダーズ・ユニオン,岡田牧場,黒鹿,230302,0,0,   0,0,0,0,5,0,0,0,0,0,0,0,5,260406,不在,250522,000000
ナハトナナレオン,23102619,牝,美,矢嶋大樹,モーリス,メモリーズ,ディープインパクト,ナハト,グランド牧場,栗毛,230223,969,400,   0,1,0,2,3,1,0,2,3,0,0,0,0,260406,不在,250522,000000
エボニードール,23102889,牝,栗,寺島良　,キタサンブラック,ヴィクタシア,"Bluegrass Cat",飯田正剛,千代田牧場,黒鹿,230327,334,0,   0,0,0,1,9,0,0,1,4,0,0,0,5,260330,不在,250522,000000
バースデイフライト,23102906,牝,栗,新谷功一,コントレイル,サマーソワレ,"War Front",飯田良枝,千代田牧場,黒鹿,230301,1030,400,   0,1,0,2,3,1,0,2,3,0,0,0,0,260323,在厩,250522,000000
アンジュリオ,23103145,牝,美,高橋文雅,マクフィ,リオグランデ,ディープインパクト,竹下浩一,藤沢牧場,鹿毛,230122,0,0,   0,0,0,0,2,0,0,0,1,0,0,0,1,260102,不在,250522,000000
グラデュエール,23103225,牝,美,粕谷昌央,ミスチヴィアスアレックス,マドリガルスコア,ダンスインザダーク,Mr.ホース,北海道静内農業高等学校,鹿毛,230517,0,0,   0,0,0,0,3,0,0,0,1,0,0,0,2,260316,在厩,250522,000000
ハルヒメ,23103400,牝,美,矢嶋大樹,マインドユアビスケッツ,ゴルトキルシェ,ステイゴールド,大島有志生,社台ファーム,栗毛,230305,414,0,   0,0,0,2,4,0,0,2,2,0,0,0,2,260305,不在,250522,000000
ルージュアリスタ,23103427,牝,美,宮田敬介,コントレイル,シャーラレイ,"Afleet Alex",東京ホースレーシング,社台ファーム,鹿毛,230207,229,0,   0,0,0,0,4,0,0,0,1,0,0,0,3,260211,不在,250522,000000
ザバルガド,23103499,牝,美,奥村武　,イスラボニータ,ハーエミネンシー,"Successful Appeal",G1レーシング,社台ファーム,鹿毛,230416,560,400,   0,1,0,0,2,1,0,0,2,0,0,0,0,260219,不在,250522,000000
プレセピオ,23103503,牝,栗,笹田和秀,パドトロワ,パネットーネ,エピファネイア,吉田千津,社台ファーム,黒鹿,230130,2386,900,   0,2,0,1,5,2,0,1,5,0,0,0,0,260309,在厩,250522,000000
カリドーラ,23103527,牝,美,田村康仁,ブリックスアンドモルタル,フローレスダンサー,ハービンジャー,社台レースホース,社台ファーム,栗毛,230405,173,0,   0,0,0,0,5,0,0,0,4,0,0,0,1,260406,在厩,250522,000000
ルージュリリック,23103543,牝,美,上原佑紀,ポエティックフレア,ベアトリッツ,ディープインパクト,東京ホースレーシング,社台ファーム,鹿毛,230416,1073,400,   0,1,0,2,2,1,0,1,2,0,0,1,0,260319,不在,250522,000000
ティアーズクィーン,23103622,牝,栗,平田修　,リアルスティール,クィーンユニバンス,ヴィクトワールピサ,亀井哲也,アスラン,鹿毛,230212,56,0,   0,0,0,0,3,0,0,0,3,0,0,0,0,251009,不在,250522,000000
ジーティーソレイユ,23103728,牝,美,千葉直人,キタサンブラック,リメンバーユー,"Invincible Spirit",田畑利彦,追分ファーム,鹿毛,230327,0,0,   0,0,0,0,4,0,0,0,3,0,0,0,1,260319,在厩,250522,000000
ティナンヴァランタ,23103771,牝,美,森一誠　,ニューイヤーズデイ,グルファクシー,ハービンジャー,G1レーシング,社台コーポレーション白老ファーム,栗毛,230126,283,0,   0,0,0,1,4,0,0,0,1,0,0,1,3,260330,在厩,250522,000000
オドラタス,23103816,牝,美,林徹　　,サートゥルナーリア,ラテュロス,ディープインパクト,G1レーシング,社台コーポレーション白老ファーム,黒鹿,230306,0,0,   0,0,0,0,3,0,0,0,3,0,0,0,0,260406,不在,250522,000000
エルヴ,23104086,牝,栗,羽月友彦,ミスチヴィアスアレックス,アイアムオパール,エンパイアメーカー,永田和彦,五丸農場,黒鹿,230524,0,0,   0,0,0,0,5,0,0,0,1,0,0,0,3,260312,不在,250522,000000
ゴーゴーエイミー,23104239,牝,栗,東田明士,モーニン,グラニースミス,ディープインパクト,岡田隆寛,津田牧場,黒鹿,230505,0,0,   0,0,0,0,3,0,0,0,1,0,0,0,2,260226,不在,250522,000000
ダイシンヨーク,23104257,牝,栗,吉田直弘,ダイシンバルカン,ダイシンキャラミ,ルーラーシップ,大八木秀子,飛渡牧場,黒鹿,230405,159,0,   0,0,0,0,6,0,0,0,4,0,0,0,2,260330,在厩,250522,000000
カズノダイジョウ,23104442,牝,美,浅利英明,ハービンジャー,カズノスイセイ,ハーツクライ,鈴木可一,ハシモトフアーム,黒鹿,230213,332,0,   0,0,1,0,5,0,1,0,5,0,0,0,0,260406,在厩,250522,000000
ミュージックレイン,23104810,牝,美,村田一誠,マテラスカイ,ミスティレイン,タニノギムレット,阿南雅浩,スイートフアーム,鹿毛,230427,59,0,   0,0,0,0,5,0,0,0,2,0,0,0,3,260330,在厩,250522,000000
マルモリキャスター,23104839,牝,栗,大橋勇樹,ビッグアーサー,ミヤビキャッスル,マンハッタンカフェ,山下繁美,金石牧場,鹿毛,230305,115,0,   0,0,0,0,6,0,0,0,3,0,0,0,3,260219,不在,250522,000000
レディサン,23104852,牝,美,栗田徹　,パイロ,ノーブルライラック,キンシャサノキセキ,"CHEVAL ATTACHE",ガーベラパークスタツド,鹿毛,230405,975,400,   0,1,1,0,3,0,0,0,0,1,1,0,3,260402,在厩,250522,000000
ミライチケット,23105103,牝,栗,加藤公太,リオンディーズ,サラファン,アグネスタキオン,伊藤篤,上山牧場,鹿毛,230416,84,0,   0,0,0,0,7,0,0,0,5,0,0,0,2,260402,不在,250522,000000
クシマトゥルー,23105222,牝,美,矢嶋大樹,ドレフォン,スクラッタ,キングカメハメハ,佐々木幸弘,社台コーポレーション白老ファーム,黒鹿,230129,0,0,   0,0,0,0,2,0,0,0,2,0,0,0,0,260319,在厩,250522,000000
ジューンマロン,23105278,牝,栗,武英智　,ダノンキングリー,カレドニアレディ,Firebreak,吉川潤,ノーザンファーム,黒鹿,230215,84,0,   0,0,0,0,2,0,0,0,2,0,0,0,0,250814,不在,250522,000000
ルージュダリア,23105345,牝,美,林徹　　,リオンディーズ,レイリオン,ダイワメジャー,東京ホースレーシング,ノーザンファーム,黒鹿,230206,750,400,   0,1,0,0,2,1,0,0,2,0,0,0,0,260323,不在,250522,000000
ショウナンカリス,23105347,牝,美,加藤士津,リアルスティール,ロシアンサモワール,"American Pharoah",国本哲秀,ノーザンファーム,鹿毛,230209,2674,1000,   0,1,2,1,3,1,2,1,3,0,0,0,0,260309,在厩,250522,000000
ジーティーアリア,23105358,牝,栗,田中克典,コントレイル,ヴァラディヤ,Siyouni,田畑利彦,吉田ファーム,鹿毛,230213,590,400,   0,1,0,0,2,0,0,0,2,1,0,0,0,260409,不在,250522,000000
ワインレッドハート,23105410,牝,美,戸田博文,シスキン,ロックマイハート,Sholokhov,青芝商事,前谷牧場,鹿毛,230515,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,260106,在厩,250522,000000
ナイスプレーアスク,23105420,牝,美,田村康仁,アドマイヤマーズ,エンジェルドンキ,ディープインパクト,廣崎利洋HD,三嶋牧場,鹿毛,230503,830,400,   0,1,1,0,3,1,1,0,3,0,0,0,0,260323,不在,250522,000000
エイシンイクサボシ,23105536,牝,美,勢司和浩,エイシンヒカリ,エイシンポラリス,"Unbridled's Song",栄進堂,中地義次,栗毛,230210,110,0,   0,0,0,0,5,0,0,0,4,0,0,0,1,260323,在厩,250522,000000
カンレイスター,23105558,牝,美,矢野英一,シスキン,ナスノカツラ,ヴィクトワールピサ,那須野牧場,那須野,黒鹿,230307,1374,400,   0,1,3,0,4,0,0,0,4,1,3,0,0,260409,不在,250522,000000
ゴールドヴィーナス,23105672,牝,栗,森秀行　,ドレフォン,グラニーズチップス,ハーツクライ,ゴールドレーシング,前谷牧場,栗毛,230405,1000,400,   0,1,1,1,3,0,1,1,3,1,0,0,0,260330,在厩,250522,000000
ホールドザデイ,23105783,牝,美,田中勝春,ダノンスマッシュ,デイオブジョイ,オルフェーヴル,中村伊三美,宮内牧場,栗毛,230306,924,400,   0,1,0,1,3,0,0,0,0,1,0,1,3,260316,在厩,250522,000000
エスカレイト,23105815,牝,栗,小栗実　,ロードカナロア,フライングティパット,Tapit,中村祐子,ケイアイファーム,鹿毛,230305,1120,400,   0,1,0,1,5,1,0,0,4,0,0,1,1,260309,在厩,250522,000000
ユナダイヤ,23106105,牝,栗,岡田稲男,サトノクラウン,ブライトメジャー,ダイワメジャー,狩野好宗,チャンピオンズファーム,黒鹿,230427,56,0,   0,0,0,0,6,0,0,0,2,0,0,0,3,260402,不在,250522,000000
ニシノスフィンクス,23106275,牝,美,深山雅史,ホッコータルマエ,ニシノミンクス,カジノドライヴ,西山茂行,村上欽哉,鹿毛,230216,0,0,   0,0,0,0,1,0,0,0,1,0,0,0,0,250908,不在,250522,000000
クイーンズドリーム,23106857,牝,栗,大久保龍,クリソベリル,アンデスクイーン,タートルボウル,グリーンファーム,ノーザンファーム,栗毛,230202,756,400,   0,1,0,0,4,0,0,0,0,1,0,0,4,260406,在厩,250522,000000
クロスボーダー,23106982,牝,栗,小林真也,リアルスティール,クロスセル,ルーラーシップ,G1レーシング,ノーザンファーム,鹿毛,230410,393,0,   0,0,0,0,6,0,0,0,3,0,0,0,3,260330,在厩,250522,000000
ゼフィルス,23106996,牝,栗,橋口慎介,シスキン,ケアレスウィスパー,フジキセキ,ケイズジャパン,ノーザンファーム,黒鹿,230312,0,0,   0,0,0,0,2,0,0,0,2,0,0,0,0,260316,在厩,250522,000000
セルレーヴ,23107085,牝,美,田中博康,リオンディーズ,セリユーズ,ディープインパクト,シルクレーシング,ノーザンファーム,黒鹿,230315,0,0,   0,0,0,0,2,0,0,0,1,0,0,0,1,260326,不在,250522,000000
フィアスゲイル,23107193,牝,栗,柴田卓　,ドレフォン,ブランシェクール,ダイワメジャー,キャロットファーム,ノーザンファーム,鹿毛,230409,0,0,   0,0,0,0,3,0,0,0,2,0,0,0,1,260323,在厩,250522,000000
オーシャンステラ,23107206,牝,美,菊沢隆徳,ゴールドシップ,プリティカリーナ,"Seeking the Gold",ライオンレースホース,ノーザンファーム,黒鹿,230323,234,0,   0,0,0,1,4,0,0,0,4,0,0,1,0,260330,在厩,250522,000000
ミティリーニ,23107262,牝,栗,高野友和,Tapit,ミッドナイトビズー,"Midnight Lute",サンデーレーシング,ノーザンファーム,鹿毛,230224,974,400,   0,1,1,0,2,0,1,0,1,1,0,0,1,260212,不在,250522,000000
ダイチノナポリ,23109106,牝,栗,畑端省吾,グレーターロンドン,ミラノリッチ,キングカメハメハ,本田土寿,本田土寿,栗毛,230424,1163,0,   0,0,2,1,3,0,2,1,2,0,0,0,1,260406,在厩,250522,000000
ミスエベレスト,23100044,牝,美,伊坂重信,ミスチヴィアスアレックス,ベストベット,キングズベスト,佐藤大介,沖田忠幸,黒鹿,230327,84,0,   0,0,0,0,5,0,0,0,3,0,0,0,1,260302,不在,250529,000000
アスパラゴ,23100332,牝,美,田村康仁,カリフォルニアクローム,アルスノヴァ,ダンスインザダーク,村島聡乃,前川勝春,栗毛,230405,75,0,   0,0,0,0,5,0,0,0,0,0,0,0,5,260323,在厩,250529,000000
コウユーニポポニコ,23100757,牝,美,竹内正洋,タリスマニック,トーセンラーク,アルデバラン2,加治屋貞光,カロッテファーム,鹿毛,230501,199,0,   0,0,0,1,4,0,0,0,0,0,0,1,4,260326,不在,250529,000000
セントリアン,23100888,牝,美,萱野浩二,アジアエクスプレス,ラブラブラブ,オルフェーヴル,馬目勇,サンバマウンテンファーム,黒鹿,230510,416,0,   0,0,1,1,5,0,0,0,1,0,1,1,4,260323,在厩,250529,000000
チャチャコマニ,23101527,牝,栗,佐藤悠太,ホッコータルマエ,ビップチャチャチャ,ディープブリランテ,シルクレーシング,モリナガファーム,鹿毛,230222,750,400,   0,1,0,0,1,0,0,0,0,1,0,0,1,251106,不在,250529,000000
レースクイーン,23101563,牝,美,蛯名利弘,フィレンツェファイア,レッドブリエ,ディープインパクト,村田哲朗,門別牧場,鹿毛,230322,89,0,   0,0,0,0,5,0,0,0,2,0,0,0,2,260323,不在,250529,000000
ティンブロポップ,23102065,牝,美,和田勇介,ジャスタウェイ,フィオーレカフェ,アイルハヴアナザー,成田才仁,太陽牧場,鹿毛,230402,0,0,   0,0,0,0,3,0,0,0,1,0,0,0,2,260409,在厩,250529,000000
トラストレガート,23102096,牝,美,高橋文雅,マクフィ,ボーントゥブーギー,Tobougg,菅波雅巳,谷川牧場,栗毛,230423,0,0,   0,0,0,0,7,0,0,0,3,0,0,0,4,260409,不在,250529,000000
ケナゲ,23102166,牝,美,和田雄二,アニマルキングダム,レディバゴ,バゴ,金岡信康,日本中央競馬会日高育成牧場,栗毛,230412,196,0,   0,0,0,1,5,0,0,1,4,0,0,0,1,260323,在厩,250529,000000
ビレッジルイーザ,23102170,牝,美,伊藤圭三,ノーブルミッション,オーシャンウェイ,"Street Cry",村山輝雄,林孝輝,鹿毛,230324,84,0,   0,0,0,0,8,0,0,0,6,0,0,0,2,260316,不在,250529,000000
ロココ,23103288,牝,美,加藤和宏,ミスターメロディ,ジュモートリステ,ハービンジャー,内田裕美,矢野牧場,鹿毛,230415,89,0,   0,0,0,1,7,0,0,0,1,0,0,0,6,260305,不在,250529,000000
クリエープキー,23103355,牝,美,牧光二　,ミッキーアイル,エルーセラ,"Spirit One",中平和宏,社台ファーム,鹿毛,230406,2324,900,   0,2,0,1,5,2,0,1,5,0,0,0,0,260312,不在,250529,000000
フルールドール,23103822,牝,栗,藤原英昭,エピファネイア,ルフォール,キングカメハメハ,サンデーレーシング,社台コーポレーション白老ファーム,鹿毛,230212,670,1010,   0,1,1,0,2,0,0,0,1,1,0,0,0,260323,在厩,250529,000000
ヴィラジョヴィス,23103901,牝,栗,小栗実　,ハービンジャー,ベルカプリ,ダイワメジャー,ライオンレースホース,レイクヴィラファーム,鹿毛,230304,794,0,   0,0,1,3,2,0,1,3,2,0,0,0,0,260326,不在,250529,000000
ファインコンダクト,23104204,牝,美,久保田貴,ファインニードル,ギャルソンヌ,Henrythenavigator,窪田芳郎,大栄牧場,黒鹿,230404,295,0,   0,0,1,0,2,0,1,0,2,0,0,0,0,260226,不在,250529,000000
マヴィ,23104352,牝,栗,牧浦充徳,ルヴァンスレーヴ,レゼトワール,ファスリエフ,フォレストレーシング,新冠橋本牧場,鹿毛,230419,750,400,   0,1,0,0,2,0,0,0,0,1,0,0,2,260312,不在,250529,000000
ジェイパック,23104477,牝,栗,宮本博　,イスラボニータ,マツリカ,エンパイアメーカー,槙和美,平山牧場,青鹿,230407,0,0,   0,0,0,0,6,0,0,0,4,0,0,0,2,260330,在厩,250529,000000
ジェム,23104561,牝,栗,杉山佳明,ブルドッグボス,サクセスセレーネ,ディープインパクト,ローレルレーシング,松木加代,栗毛,230331,84,0,   0,0,0,0,6,0,0,0,0,0,0,0,6,260406,在厩,250529,000000
ソーマッチ,23104870,牝,美,鈴木伸尋,ロジャーバローズ,タケショウナデシコ,スペシャルウィーク,石川眞実,杵臼牧場,黒鹿,230326,0,0,   0,0,0,0,4,0,0,0,1,0,0,0,2,260409,不在,250529,000000
サイモンセレーノ,23105097,牝,美,勢司和浩,カリフォルニアクローム,ペルスネージュ,ディープインパクト,澤田昭紀,大島牧場,鹿毛,230227,0,0,   0,0,0,0,2,0,0,0,1,0,0,0,1,260330,在厩,250529,000000
ルパピヨンブラン,23105228,牝,栗,杉山佳明,ゴールドドリーム,フューチャーベース,"Discreet Cat",高橋明裕,社台コーポレーション白老ファーム,鹿毛,230207,299,0,   0,0,1,0,5,0,0,0,0,0,1,0,5,260402,不在,250529,000000
ティフェルテ,23105309,牝,美,戸田博文,リアルスティール,ティロレスカ,"Roman Ruler",小濱忠一,ノーザンファーム,鹿毛,230205,0,0,   0,0,0,0,1,0,0,0,1,0,0,0,0,260312,不在,250529,000000
ティルベリー,23106994,牝,美,宮田敬介,ドレフォン,グロリアーナ,ハーツクライ,サンデーレーシング,ノーザンファーム,栗毛,230117,840,400,   0,1,0,1,1,0,0,0,0,1,0,1,1,260326,在厩,250529,000000
アランカール,23107046,牝,栗,斉藤崇史,エピファネイア,シンハライト,ディープインパクト,キャロットファーム,ノーザンファーム,鹿毛,230217,4300,1000,   0,2,0,1,1,2,0,1,1,0,0,0,0,260319,在厩,250529,000000
ジーティービキニ,23107267,牝,栗,松下武士,キズナ,ムミービーチ,"Treasure Beach",田畑利彦,ノーザンファーム,鹿毛,230216,985,0,   0,0,3,1,3,0,0,0,2,0,3,1,1,260330,在厩,250529,000000
コズミックボックス,23107353,牝,美,中舘英二,ブリックスアンドモルタル,レーヴデトワール,ゼンノロブロイ,吉田勝己,ノーザンファーム,黒鹿,230308,1060,400,   0,1,1,0,3,1,1,0,3,0,0,0,0,260326,不在,250529,000000
ワディアルリヤハ,23107372,牝,美,田村康仁,"St Mark's Basilica",ワディハッタ,"Cape Cross",吉田勝己,ノーザンファーム,鹿毛,230426,684,0,   0,0,2,1,2,0,2,1,2,0,0,0,0,260319,不在,250529,000000
スカイピア,23110026,牝,栗,前川恭子,"Palace Pier","Sun Bear",Dubawi,澤田佑介,"Ecurie Hunter Valley Mr Jean-Pierre-Joseph Dubois",鹿毛,230203,84,0,   0,0,0,0,9,0,0,0,6,0,0,0,3,260205,不在,250529,000000
ウインロズパレード,23101078,牝,栗,吉田直弘,ニューイヤーズデイ,ハッピーティア,ホワイトマズル,ウイン,滝本健二,栗毛,230322,75,0,   0,0,0,0,2,0,0,0,0,0,0,0,2,250828,不在,250605,000000
フェスティヴドレス,23101113,牝,栗,岡田稲男,パイロ,エンジェヌー,コマンズ,ゴドルフィン,ダーレー・ジャパン・ファーム,青鹿,230118,1355,400,   0,1,2,1,2,0,0,0,2,1,2,1,0,260402,在厩,250605,000000
バンオンタイム,23101120,牝,美,田中博康,ロードカナロア,グレイトタイミング,"Raven's Pass",ゴドルフィン,ダーレー・ジャパン・ファーム,黒鹿,230414,869,0,   0,0,2,2,1,0,2,2,1,0,0,0,0,260223,不在,250605,000000
クロカミジョウ,23101500,牝,栗,岡田稲男,ジャスタウェイ,キタノオドリコ,エスポワールシチー,河内孝夫,増尾牧場,黒鹿,230409,779,0,   0,0,3,0,2,0,0,0,0,0,3,0,2,260323,在厩,250605,000000
ファンシーフリル,23101676,牝,美,蛯名利弘,フォーウィールドライブ,ラブヴィサージュ,ノボジャック,服部英利,荻伏服部牧場,青鹿,230429,1864,400,   0,1,4,0,5,0,0,0,2,1,4,0,3,260305,不在,250605,000000
フィラーエ,23102025,牝,栗,高橋康之,ノーブルミッション,イシス,キングヘイロー,ターフ・スポート,グランデファーム,鹿毛,230220,246,0,   0,0,0,1,4,0,0,1,4,0,0,0,0,260302,不在,250605,000000
チョウギャル,23102154,牝,栗,羽月友彦,トーセンラー,トップギャル,ワイルドラッシュ,丸山隆雄,トラストスリーファーム,青鹿,230411,0,0,   0,0,0,0,3,0,0,0,2,0,0,0,1,260402,不在,250605,000000
ソルトバーン,23102163,牝,美,和田雄二,ノーブルミッション,ミスミズ,"Mizzen Mast",佐藤大介,日本中央競馬会日高育成牧場,芦毛,230404,56,0,   0,0,0,0,7,0,0,0,6,0,0,0,1,260323,不在,250605,000000
ラコンチャビエン,23102584,牝,栗,藤原英昭,キズナ,チェロキーメイドン,"Distorted Humor",モンレーヴ,グランド牧場,黒鹿,230223,885,400,   0,1,1,0,2,1,1,0,2,0,0,0,0,260326,不在,250605,000000
ノベンバーベイズ,23102900,牝,美,岩戸孝樹,ダノンスマッシュ,ココナッツスルー,ハーツクライ,飯田正剛,千代田牧場,鹿毛,230225,166,0,   0,0,0,0,3,0,0,0,3,0,0,0,0,250904,不在,250605,000000
シンギュラーレディ,23102907,牝,栗,佐藤悠太,ミスターメロディ,サーキットレディ,"Grand Slam",飯田貴大,千代田牧場,鹿毛,230130,0,0,   0,0,0,0,4,0,0,0,4,0,0,0,0,260316,不在,250605,000000
ブルームオブピース,23102965,牝,栗,北出成人,デクラレーションオブウォー,ロゼット,ルーラーシップ,飯田貴大,千代田牧場,鹿毛,230127,56,0,   0,0,0,0,4,0,0,0,4,0,0,0,0,250821,不在,250605,000000
ローズカリス,23102991,牝,栗,大橋勇樹,カリフォルニアクローム,シェーンリート,ヘニーヒューズ,水谷光太郎,友田牧場,黒鹿,230412,2220,900,   0,2,1,0,5,0,0,0,3,2,1,0,1,260409,不在,250605,000000
カゼノハゴロモ,23103073,牝,美,的場均　,ビッグアーサー,ポワティエ,"Le Havre",福田光博,畠山牧場,鹿毛,230312,0,0,   0,0,0,0,5,0,0,0,3,0,0,0,2,260305,不在,250605,000000
カーボフリオ,23103404,牝,美,高木登　,ナダル,サザナミ,ディープインパクト,吉田千津,社台ファーム,黒鹿,230425,110,0,   0,0,0,0,5,0,0,0,0,0,0,0,5,260406,在厩,250605,000000
フローラルアーチ,23103439,牝,美,武藤善則,マインドユアビスケッツ,ジュリエットベール,ヴィクトワールピサ,グリーンファーム,社台ファーム,栗毛,230508,0,0,   0,0,0,0,4,0,0,0,0,0,0,0,2,260409,不在,250605,000000
キュールエサクラコ,23103684,牝,栗,中尾秀正,オルフェーヴル,キュールエサクラ,マンハッタンカフェ,岡本良三,追分ファーム,青鹿,230224,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,260223,不在,250605,000000
レイヌドプランタン,23103730,牝,美,矢嶋大樹,モーリス,レイヌドネージュ,フジキセキ,吉田晴哉,追分ファーム,青鹿,230304,0,0,   0,0,0,0,2,0,0,0,2,0,0,0,0,260219,不在,250605,000000
ウーマンズパワー,23103929,牝,栗,中尾秀正,タワーオブロンドン,ジョジョニー,ゴールドアリュール,高岡浩行,アサヒ牧場,鹿毛,230419,1189,400,   0,1,2,0,3,0,0,0,2,1,2,0,1,260205,不在,250605,000000
ジャストビコーズ,23104065,牝,美,武井亮　,インディチャンプ,イナズマアマリリス,スエヒロコマンダー,石瀬浩三,小泉牧場,鹿毛,230401,894,0,   0,0,2,1,4,0,2,1,2,0,0,0,2,260205,不在,250605,000000
